Campaign_ID,Common_Keywords,Revenue_Generated,Budget,Clicks,Conversions,Customer_Satisfaction_Post_Refund,ROI,CPA,ROI_Category,CPA_Category
CMP_088HU2,Stylish,61697.37,14593.09,4215,922,1.0,322.7848248725938,15.827646420824296,> 100%,< $100
CMP_0898IS,Affordable,53788.3,20916.23,1697,97,1.0,157.16058773497906,215.63123711340205,> 100%,$200-300
CMP_08A249,Durable,52861.81,4992.99,803,756,3.0,958.7205261777011,6.604484126984127,> 100%,< $100
CMP_08SHNM,Innovative,39660.59,35626.11,4718,429,2.0,11.324503292669325,83.04454545454546,0-50%,< $100
CMP_08UIZA,Affordable,45862.99,28037.66,4756,170,2.0,63.57638262251557,164.92741176470588,50-100%,$100-200
CMP_095T1H,Innovative,92195.49,24389.35,2176,935,4.0,278.01536326306365,26.084866310160425,> 100%,< $100
CMP_09638A,Stylish,28841.35,24167.89,4925,912,4.0,19.337476296027496,26.499879385964913,0-50%,< $100
CMP_097SZO,Affordable,56927.34,21676.1,2377,350,2.0,162.6272253772588,61.93171428571428,> 100%,< $100
CMP_0986TU,Stylish,46433.54,6489.98,501,460,1.0,615.465070770634,14.108652173913043,> 100%,< $100
CMP_09C6DP,Innovative,73541.12,10714.99,4311,733,2.0,586.338671338004,14.61799454297408,> 100%,< $100
CMP_09IGC6,Affordable,58219.03,13985.19,2770,646,2.0,316.29059026012516,21.64890092879257,> 100%,< $100
CMP_09MNPU,Stylish,93664.54,1120.71,4438,204,3.0,8257.607231130263,5.493676470588236,> 100%,< $100
CMP_09SAPA,Stylish,36248.23,9382.43,59,234,4.0,286.3415980721412,40.0958547008547,> 100%,< $100
CMP_0A0ZHV,Durable,92476.21,7670.81,2865,45,1.0,1105.559908275658,170.46244444444446,> 100%,$100-200
CMP_0A6PRQ,Affordable,78129.67,29582.16,2312,870,1.0,164.11076811159154,34.00248275862069,> 100%,< $100
CMP_0AEMWP,Affordable,8539.58,24208.33,2097,53,2.0,-64.72462164882916,456.7609433962264,< 0%,> $300
CMP_0AF0LE,Innovative,97149.07,14102.66,360,145,2.0,588.8705393166963,97.25972413793103,> 100%,< $100
CMP_0AJPU7,Innovative,53442.64,6874.47,1806,627,1.0,677.4074219539833,10.964066985645934,> 100%,< $100
CMP_0AKJW0,Stylish,85246.63,32173.69,1036,977,3.0,164.95757869240367,32.931105424769704,> 100%,< $100
CMP_0AOAJC,Durable,84719.31,27051.21,1051,781,4.0,213.18122183813588,34.63663252240717,> 100%,< $100
CMP_0ART2A,Affordable,26140.15,6713.65,2998,522,4.0,289.358247748989,12.861398467432949,> 100%,< $100
CMP_0AT3SE,Stylish,9956.75,35135.81,4058,550,3.0,-71.66210199793316,63.8832909090909,< 0%,< $100
CMP_0AV0D9,Stylish,99436.31,39488.68,426,340,2.0,151.80965785637807,116.14317647058823,> 100%,$100-200
CMP_0AXSY5,Durable,31476.08,1406.71,2911,62,3.0,2137.5670891655,22.688870967741938,> 100%,< $100
CMP_0B4Y5O,Affordable,47343.49,16779.91,1911,350,1.0,182.14388515790608,47.9426,> 100%,< $100
CMP_0B5OZV,Innovative,47807.67,8193.35,2912,172,2.0,483.4935649032447,47.63575581395349,> 100%,< $100
CMP_0B6LVU,Affordable,5455.87,21155.68,3748,24,1.0,-74.21085023029276,881.4866666666667,< 0%,> $300
CMP_0BHUKT,Stylish,63811.8,1537.72,765,538,3.0,4049.7671877845123,2.8582156133828995,> 100%,< $100
CMP_0BIRMD,Affordable,17797.4,35691.99,1728,71,2.0,-50.136150996343986,502.70408450704224,< 0%,> $300
CMP_0BQEAN,Innovative,83463.25,20854.56,1486,379,1.0,300.2158280970685,55.025224274406334,> 100%,< $100
CMP_0BTCQL,Durable,50563.13,5632.63,1053,360,2.0,797.6824325403941,15.646194444444445,> 100%,< $100
CMP_0BU524,Affordable,46622.98,25301.97,2807,76,2.0,84.26620535871318,332.92065789473685,50-100%,> $300
CMP_0BYQ8G,Stylish,75903.63,42595.97,3421,765,3.0,78.19439256812323,55.681006535947716,50-100%,< $100
CMP_0C4CDU,Affordable,39371.07,30344.63,4030,91,4.0,29.746416417006895,333.45747252747253,0-50%,> $300
CMP_0C68PK,Durable,16283.06,32955.04,1198,541,4.0,-50.590076662021964,60.91504621072089,< 0%,< $100
CMP_0C7JLV,Innovative,18799.75,31215.13,2606,741,4.0,-39.773596970443506,42.12568151147099,< 0%,< $100
CMP_0CHQP5,Innovative,88047.16,32296.45,3472,812,4.0,172.6217897013449,39.77395320197044,> 100%,< $100
CMP_0CIZHK,Stylish,83810.18,18014.64,3598,406,4.0,365.23372101801647,44.37103448275862,> 100%,< $100
CMP_0CJL1B,Stylish,67194.86,39855.03,4983,992,4.0,68.59819199734639,40.17644153225806,50-100%,< $100
CMP_0D69YB,Innovative,11119.21,30154.48,2352,26,4.0,-63.12584398736109,1159.7876923076924,< 0%,> $300
CMP_0D72QC,Affordable,12008.8,4472.7,1192,809,1.0,168.4910680349677,5.528677379480841,> 100%,< $100
CMP_0D7YKF,Durable,48792.28,29141.6,3359,911,2.0,67.4317127405496,31.988583973655324,50-100%,< $100
CMP_0DLUF2,Stylish,26547.01,13700.29,810,840,3.0,93.76969392618693,16.30986904761905,50-100%,< $100
CMP_0E0466,Affordable,64958.97,22378.07,2781,17,3.0,190.27959068856254,1316.3570588235293,> 100%,> $300
CMP_0E30OV,Stylish,17439.66,12109.64,653,377,2.0,44.01468582055289,32.12106100795756,0-50%,< $100
CMP_0E4109,Affordable,72380.15,10221.49,3742,442,4.0,608.117407540388,23.125542986425337,> 100%,< $100
CMP_0E56UP,Stylish,77054.66,48288.19,738,416,1.0,59.57247517457167,116.07737980769231,50-100%,$100-200
CMP_0E9CIA,Durable,53220.84,39869.16,971,111,2.0,33.488741674015685,359.1816216216217,0-50%,> $300
CMP_0EB6MR,Stylish,21009.87,37693.59,981,353,3.0,-44.26142482050661,106.78070821529744,< 0%,$100-200
CMP_0EC5DP,Affordable,5671.98,4678.65,542,542,4.0,21.23112436279696,8.63219557195572,0-50%,< $100
CMP_0EG2GV,Affordable,36072.73,39313.25,2754,966,2.0,-8.242818896936775,40.696946169772254,< 0%,< $100
CMP_0EK6OP,Durable,84977.59,8054.96,262,83,4.0,954.9722158769255,97.0477108433735,> 100%,< $100
CMP_0EM0L0,Affordable,96514.66,16628.36,1436,860,4.0,480.42200192923417,19.335302325581395,> 100%,< $100
CMP_0EMPHU,Innovative,33267.83,39104.25,2708,361,4.0,-14.925283057468173,108.32202216066482,< 0%,$100-200
CMP_0EN6NJ,Affordable,30395.75,6043.23,2042,805,4.0,402.97192064508556,7.507118012422359,> 100%,< $100
CMP_0ETX70,Durable,57864.69,40668.58,1659,272,3.0,42.28352698815645,149.51683823529413,0-50%,$100-200
CMP_0F5GAE,Stylish,3033.42,14270.92,2184,862,2.0,-78.74404733542056,16.555591647331788,< 0%,< $100
CMP_0F6RY3,Durable,54602.46,31011.32,4014,104,2.0,76.07267281753889,298.1857692307692,50-100%,$200-300
CMP_0F8ZV9,Durable,53635.95,18148.55,1336,503,2.0,195.53848654575708,36.080616302186876,> 100%,< $100
CMP_0FEK00,Innovative,58524.34,29986.14,1825,468,1.0,95.17130247507681,64.07294871794872,50-100%,< $100
CMP_0FHN8J,Stylish,89087.74,12366.12,851,727,2.0,620.4178837015976,17.009793672627236,> 100%,< $100
CMP_0FLFC6,Affordable,64607.2,25259.43,2025,817,4.0,155.77457606921453,30.917294981640147,> 100%,< $100
CMP_0G2HIY,Innovative,95536.06,4063.38,1823,809,4.0,2251.1475668039907,5.0227194066749075,> 100%,< $100
CMP_0GAPYP,Affordable,18945.09,36305.7,1355,524,1.0,-47.8178633107198,69.28568702290076,< 0%,< $100
CMP_0GEFYU,Innovative,18230.6,4927.33,2349,869,1.0,269.98942632216637,5.670115074798619,> 100%,< $100
CMP_0GHSU5,Innovative,88813.49,44487.94,2049,367,1.0,99.63497972709008,121.22054495912808,50-100%,$100-200
CMP_0GMDRE,Affordable,65389.38,20750.38,4451,153,3.0,215.1237712273221,135.62339869281047,> 100%,$100-200
CMP_0GNQQ4,Stylish,45236.23,43716.64,1707,311,3.0,3.475999070376872,140.56797427652734,0-50%,$100-200
CMP_0GWNLR,Durable,48770.17,8604.85,3555,864,2.0,466.7753650557534,9.95931712962963,> 100%,< $100
CMP_0H0PCQ,Durable,90025.25,13026.07,541,33,3.0,591.1159697437523,394.72939393939396,> 100%,> $300
CMP_0H38CB,Innovative,58369.85,13732.86,2500,526,2.0,325.037828973717,26.10809885931559,> 100%,< $100
CMP_0HNHK2,Stylish,47413.44,41533.6,1491,521,3.0,14.156827243484802,79.71900191938579,0-50%,< $100
CMP_0HPY4Q,Innovative,54416.75,35357.99,3308,315,3.0,53.90227215970139,112.2475873015873,50-100%,$100-200
CMP_0HQSE6,Innovative,36049.42,16667.99,4318,489,4.0,116.27934741981483,34.0858691206544,> 100%,< $100
CMP_0HSAT4,Stylish,72519.24,36931.92,2681,10,4.0,96.35924696035302,3693.192,50-100%,> $300
CMP_0I0RHQ,Durable,25309.28,39071.85,3049,562,2.0,-35.223748043668266,69.52286476868328,< 0%,< $100
CMP_0I18A8,Durable,64792.66,9839.99,3591,582,3.0,558.4626610392897,16.907199312714777,> 100%,< $100
CMP_0I4WPA,Stylish,50783.8,10302.83,2582,136,4.0,392.911171008354,75.75610294117647,> 100%,< $100
CMP_0I7MML,Affordable,21227.06,1959.16,4764,863,3.0,983.4776128544886,2.2701738122827346,> 100%,< $100
CMP_0I960V,Affordable,54357.75,6240.95,2539,601,4.0,770.9851865501246,10.384276206322795,> 100%,< $100
CMP_0IB6OS,Stylish,87017.13,5203.43,4387,438,2.0,1572.3032691897463,11.879977168949772,> 100%,< $100
CMP_0IE2R4,Affordable,32023.52,4990.34,3905,841,3.0,541.7101840756341,5.933816884661118,> 100%,< $100
CMP_0IEQMD,Durable,20405.02,19770.05,2275,636,4.0,3.2117774107804546,31.084984276729557,0-50%,< $100
CMP_0IKBLJ,Affordable,39993.12,41683.41,2659,971,2.0,-4.0550665120727905,42.92833161688981,< 0%,< $100
CMP_0IKORK,Innovative,21536.02,43307.35,3011,612,3.0,-50.27167443863455,70.76364379084967,< 0%,< $100
CMP_0IPRCE,Stylish,51070.91,25462.71,1076,309,2.0,100.57138458553707,82.4035922330097,> 100%,< $100
CMP_0J0VKC,Affordable,89659.98,10039.55,631,778,2.0,793.0677171785587,12.9043059125964,> 100%,< $100
CMP_0J25QW,Durable,30695.49,47271.15,4594,991,1.0,-35.06506611326359,47.70045408678103,< 0%,< $100
CMP_0JAUJX,Durable,85035.52,36149.59,2319,589,1.0,135.23232213698694,61.37451612903225,> 100%,< $100
CMP_0JDGRZ,Innovative,13122.7,47185.78,1945,312,4.0,-72.18929092620701,151.23647435897436,< 0%,$100-200
CMP_0JENOM,Affordable,80113.91,29466.93,849,954,2.0,171.87735539467465,30.887767295597484,> 100%,< $100
CMP_0JFK04,Stylish,98608.81,36141.45,3691,12,4.0,172.84132208309296,3011.7875,> 100%,> $300
CMP_0JGPI6,Durable,9290.01,3631.17,4693,740,4.0,155.84067945042509,4.9069864864864865,> 100%,< $100
CMP_0JGVHP,Durable,96994.7,16202.89,1103,116,3.0,498.6259241406934,139.68008620689653,> 100%,$100-200
CMP_0JHG9T,Affordable,50681.42,40024.86,2002,856,3.0,26.624852654075486,46.75801401869159,0-50%,< $100
CMP_0JHJ1D,Affordable,23249.94,24675.05,4293,385,3.0,-5.775510080020104,64.09103896103896,< 0%,< $100
CMP_0JL96O,Innovative,64029.26,3431.72,276,201,2.0,1765.806650892264,17.07323383084577,> 100%,< $100
CMP_0JP41N,Affordable,65517.67,36441.1,3561,320,1.0,79.79059358800914,113.87843749999999,50-100%,$100-200
CMP_0JP4JF,Innovative,24186.85,31538.86,4350,721,2.0,-23.310956705473824,43.74321775312067,< 0%,< $100
CMP_0JPJSU,Affordable,79350.86,42067.16,3485,305,1.0,88.62899230658783,137.92511475409836,50-100%,$100-200
CMP_0JPWHH,Durable,97389.95,23796.11,4228,882,4.0,309.268363610691,26.979716553287982,> 100%,< $100
CMP_0K61Y7,Durable,27429.34,34156.29,2185,905,4.0,-19.69461554518948,37.74175690607735,< 0%,< $100
CMP_0K8CKF,Durable,65600.27,45013.96,2084,543,2.0,45.73316811051506,82.89863720073664,0-50%,< $100
CMP_0KE5K7,Affordable,78735.59,25309.68,4704,202,3.0,211.0888403172225,125.29544554455445,> 100%,$100-200
CMP_0KFLRV,Innovative,40141.08,35297.91,2569,857,4.0,13.720840695667244,41.18775962660444,0-50%,< $100
CMP_0KPFQL,Stylish,51372.49,35825.13,2907,858,3.0,43.397916490463544,41.754230769230766,0-50%,< $100
CMP_0KR66U,Stylish,31987.71,2706.52,1011,490,4.0,1081.8759883540488,5.523510204081632,> 100%,< $100
CMP_0KUC9M,Durable,77358.84,47817.15,41,885,3.0,61.780532716818115,54.0306779661017,50-100%,< $100
CMP_0L2N5D,Affordable,80386.89,30990.2,143,133,3.0,159.39455053533052,233.009022556391,> 100%,$200-300
CMP_0LB1W8,Stylish,84657.62,20017.06,392,122,3.0,322.9273429764411,164.07426229508198,> 100%,$100-200
CMP_0LB2IT,Stylish,97948.84,29621.3,3877,655,3.0,230.67029468659376,45.22335877862595,> 100%,< $100
CMP_0LC9PN,Affordable,18367.22,33015.54,159,912,1.0,-44.36795521139439,36.20125,< 0%,< $100
CMP_0LJXYO,Durable,11416.65,19602.27,4346,127,1.0,-41.75853102727389,154.34858267716535,< 0%,$100-200
CMP_0LOLDV,Affordable,32238.65,9908.97,2631,910,3.0,225.34814415625442,10.888978021978021,> 100%,< $100
CMP_0LP7HL,Durable,88765.74,28504.5,4813,935,3.0,211.40956691048785,30.48609625668449,> 100%,< $100
CMP_0LYV78,Innovative,72861.78,46871.62,1656,23,4.0,55.449672957751396,2037.8965217391305,50-100%,> $300
CMP_0LYXXA,Durable,71545.29,29305.69,3933,318,1.0,144.13446671960287,92.15625786163521,> 100%,< $100
CMP_0MAQA1,Affordable,70919.49,41074.89,547,555,3.0,72.65898947020919,74.00881081081081,50-100%,< $100
CMP_0MCNQD,Affordable,8688.33,19869.43,1952,540,3.0,-56.27287748063231,36.79524074074074,< 0%,< $100
CMP_0MIZK8,Durable,75159.69,14090.08,4984,319,4.0,433.4227342924952,44.16952978056426,> 100%,< $100
CMP_0MJXN5,Affordable,44945.24,41311.11,852,403,3.0,8.796979795507788,102.50895781637718,0-50%,$100-200
CMP_0MM2VN,Affordable,81174.05,14140.39,2468,375,3.0,474.0580705341225,37.70770666666667,> 100%,< $100
CMP_0MMQDP,Stylish,34871.5,25624.87,1023,444,3.0,36.08459281939772,57.71367117117117,0-50%,< $100
CMP_0MP7OS,Durable,83290.91,15921.68,4842,659,2.0,423.1289034825472,24.160364188163886,> 100%,< $100
CMP_0MPYW4,Durable,75431.71,31787.42,4326,250,2.0,137.30051070517837,127.14967999999999,> 100%,$100-200
CMP_0MU13M,Innovative,35503.63,41635.86,3484,476,3.0,-14.7282414726152,87.47029411764706,< 0%,< $100
CMP_0MVPKI,Affordable,87133.03,47326.23,3755,443,4.0,84.11149588716445,106.83121896162528,50-100%,$100-200
CMP_0N0RYN,Affordable,36540.46,37577.08,4958,127,2.0,-2.7586496875222943,295.88251968503937,< 0%,$200-300
CMP_0N22JH,Durable,73262.9,23728.46,1164,595,4.0,208.7553933125032,39.87976470588235,> 100%,< $100
CMP_0N4QEE,Durable,46480.86,9122.91,4035,594,4.0,409.49598318957436,15.358434343434343,> 100%,< $100
CMP_0N9K9L,Durable,98083.61,25127.95,791,111,3.0,290.33669678585,226.37792792792794,> 100%,$200-300
CMP_0NBPCV,Durable,71974.04,48217.2,642,111,4.0,49.27046779987224,434.38918918918915,0-50%,> $300
CMP_0NL2WV,Affordable,39518.65,13912.27,2884,49,2.0,184.0560886181766,283.92387755102044,> 100%,$200-300
CMP_0NMUY2,Affordable,19870.54,42846.15,4910,884,4.0,-53.62351109726311,48.46849547511312,< 0%,< $100
CMP_0NPVAA,Durable,35808.12,14917.0,2959,147,4.0,140.04907152912787,101.47619047619048,> 100%,$100-200
CMP_0NQOFE,Innovative,20519.84,40649.65,1201,616,3.0,-49.52025417193014,65.98969155844156,< 0%,< $100
CMP_0NWWLP,Durable,32765.72,24848.65,2478,316,3.0,31.861167508093995,78.63496835443038,0-50%,< $100
CMP_0NX46N,Stylish,36867.66,24880.89,882,657,1.0,48.17661265332552,37.870456621004564,0-50%,< $100
CMP_0O2BFX,Affordable,25130.08,23011.07,342,136,4.0,9.208654790933242,169.19904411764705,0-50%,$100-200
CMP_0ODR9W,Affordable,60566.67,23613.49,4163,422,3.0,156.49181887133156,55.9561374407583,> 100%,< $100
CMP_0OIU5N,Innovative,15762.74,23717.58,3524,615,4.0,-33.53984681405102,38.56517073170732,< 0%,< $100
CMP_0OL7SY,Innovative,63183.88,46135.82,3209,986,2.0,36.951895511990465,46.790892494929004,0-50%,< $100
CMP_0OMOAI,Stylish,29955.67,44768.51,4396,207,2.0,-33.087632355868,216.27299516908212,< 0%,$200-300
CMP_0OPIY8,Stylish,46734.25,27620.18,3670,442,3.0,69.20327818283589,62.48909502262443,50-100%,< $100
CMP_0P4FZV,Affordable,74217.66,7427.95,783,552,2.0,899.1674688171031,13.456431159420289,> 100%,< $100
CMP_0P50FB,Innovative,62590.11,21153.94,3112,853,4.0,195.87920737224366,24.799460726846423,> 100%,< $100
CMP_0P8Q3D,Affordable,69954.36,10185.92,4212,875,4.0,586.7750777543904,11.641051428571428,> 100%,< $100
CMP_0PAO4F,Durable,92420.22,5743.46,1583,776,4.0,1509.1383939297912,7.401365979381444,> 100%,< $100
CMP_0PC264,Innovative,19958.23,31782.77,3309,865,2.0,-37.20424620006374,36.743086705202316,< 0%,< $100
CMP_0PF63K,Affordable,4477.69,39867.8,3667,428,4.0,-88.76865540611722,93.14906542056076,< 0%,< $100
CMP_0PR6DG,Affordable,88401.64,4313.35,3051,633,2.0,1949.4891441686852,6.814139020537126,> 100%,< $100
CMP_0PU2JA,Affordable,17175.69,37122.53,405,970,2.0,-53.7324368786287,38.27064948453608,< 0%,< $100
CMP_0PU9U8,Durable,8593.36,14129.62,805,834,4.0,-39.18194544510044,16.941990407673863,< 0%,< $100
CMP_0PUST7,Innovative,66406.22,40744.49,3645,860,2.0,62.98208665760696,47.37731395348837,50-100%,< $100
CMP_0PVZ2S,Affordable,22999.41,23146.09,1657,578,1.0,-0.633713944774259,40.045138408304496,< 0%,< $100
CMP_0PXGJ3,Durable,7953.33,31408.0,2930,793,3.0,-74.67737519103412,39.60655737704918,< 0%,< $100
CMP_0PZG02,Durable,55368.03,34099.08,4305,220,1.0,62.373970206820815,154.99581818181818,50-100%,$100-200
CMP_0PZXLP,Affordable,90527.35,21254.42,403,337,2.0,325.9224669504038,63.06949554896142,> 100%,< $100
CMP_0Q7WM2,Affordable,2623.96,10924.74,245,527,2.0,-75.98148788895661,20.730056925996205,< 0%,< $100
CMP_0QJJYV,Stylish,64256.05,23374.73,1875,667,4.0,174.89536777537114,35.04457271364318,> 100%,< $100
CMP_0R5XKO,Affordable,96911.41,6665.77,2081,714,1.0,1353.866695070487,9.335812324929973,> 100%,< $100
CMP_0RAAPD,Durable,14975.82,14458.27,23,394,3.0,3.5796122219324946,36.69611675126904,0-50%,< $100
CMP_0RMC89,Affordable,15855.74,32959.44,1851,752,4.0,-51.893175369484446,43.82904255319149,< 0%,< $100
CMP_0RQFJN,Innovative,66455.8,9759.98,4385,782,1.0,580.9009854528392,12.48079283887468,> 100%,< $100
CMP_0RRO40,Affordable,15913.78,49938.15,319,93,4.0,-68.13302054641592,536.9693548387097,< 0%,> $300
CMP_0RT0K2,Durable,45081.65,12806.7,2092,14,2.0,252.0161321808116,914.7642857142857,> 100%,> $300
CMP_0S2YO1,Innovative,79359.41,28495.07,4856,452,2.0,178.50224617802309,63.042190265486724,> 100%,< $100
CMP_0S43BF,Innovative,73219.0,21779.32,3371,338,3.0,236.18588642804275,64.43585798816568,> 100%,< $100
CMP_0SEH5V,Durable,17350.83,29549.13,4553,296,4.0,-41.28141843770019,99.82814189189189,< 0%,< $100
CMP_0SGCF6,Innovative,75329.72,6311.23,1145,51,1.0,1093.5822335741213,123.74960784313724,> 100%,$100-200
CMP_0SMUV8,Affordable,96265.03,49180.07,4681,414,2.0,95.73992066298402,118.79243961352657,50-100%,$100-200
CMP_0SQXMF,Affordable,6164.12,47284.77,1669,13,3.0,-86.9638363473059,3637.29,< 0%,> $300
CMP_0SYA47,Durable,52678.3,24147.33,2469,594,2.0,118.15372548434962,40.65207070707071,> 100%,< $100
CMP_0T5W4U,Affordable,66244.78,49427.8,2471,759,1.0,34.02332290735172,65.12226613965744,0-50%,< $100
CMP_0T5YC3,Durable,78346.83,981.67,2120,474,1.0,7880.974258151926,2.0710337552742617,> 100%,< $100
CMP_0TBDE1,Stylish,18738.16,2065.99,2985,414,1.0,806.9821247924724,4.9903140096618355,> 100%,< $100
CMP_0TPY1C,Innovative,95883.14,14828.5,4178,527,4.0,546.6138854233402,28.137571157495255,> 100%,< $100
CMP_0TYA8O,Innovative,96741.6,43870.26,1933,843,3.0,120.51749864258841,52.04064056939502,> 100%,< $100
CMP_0U3MQ3,Durable,27000.69,34412.71,3310,177,2.0,-21.538611751297708,194.4220903954802,< 0%,$100-200
CMP_0U9O51,Durable,8252.36,44793.08,3281,476,2.0,-81.57670783076314,94.10310924369749,< 0%,< $100
CMP_0UBEDM,Durable,48278.6,39553.78,3439,983,3.0,22.058119350413538,40.23782299084435,0-50%,< $100
CMP_0UNB8O,Innovative,79864.21,46229.41,1324,396,1.0,72.75628220217389,116.74093434343435,50-100%,$100-200
CMP_0UORG1,Stylish,3689.8,14697.98,2500,82,1.0,-74.89587004472725,179.24365853658537,< 0%,$100-200
