Customer_ID,Segment,Segment_Label,Churn_Risk
CUST_06KB63,1,Loyal,0
CUST_06L43X,2,New,0
CUST_06LI1X,3,Low Value,0
CUST_06PD5Z,1,Loyal,0
CUST_071KHP,0,High Value,0
CUST_07DUQ5,0,High Value,0
CUST_07FXD4,1,Loyal,0
CUST_07HDDY,1,Loyal,0
CUST_07LH8C,0,High Value,0
CUST_07NJK9,1,Loyal,0
CUST_07QLG9,3,Low Value,0
CUST_07X1KJ,3,Low Value,0
CUST_08LRLN,2,New,1
CUST_08RWB5,2,New,0
CUST_08YPEW,0,High Value,0
CUST_09BLT8,0,High Value,0
CUST_09JVXW,1,Loyal,0
CUST_0A3PND,1,Loyal,0
CUST_0A69M4,0,High Value,0
CUST_0AQMKT,0,High Value,0
CUST_0AUZ65,3,Low Value,0
CUST_0B3K82,0,High Value,0
CUST_0B9BEG,3,Low Value,0
CUST_0BE1HE,3,Low Value,1
CUST_0BE3EC,1,Loyal,0
CUST_0BHYEK,3,Low Value,0
CUST_0BJTT8,2,New,0
CUST_0BPXHE,2,New,0
CUST_0BRK0S,2,New,0
CUST_0BVC7H,3,Low Value,0
CUST_0CFOTU,1,Loyal,0
CUST_0CMMNA,2,New,1
CUST_0CP479,1,Loyal,0
CUST_0CPM0B,3,Low Value,0
CUST_0CRRZA,3,Low Value,0
CUST_0CUYZA,1,Loyal,0
CUST_0D2J13,2,New,0
CUST_0D5WT8,1,Loyal,0
CUST_0DCPXD,3,Low Value,0
CUST_0DG8TU,2,New,0
CUST_0DH00G,1,Loyal,0
CUST_0DMXYI,2,New,0
CUST_0DNOJ4,0,High Value,0
CUST_0DWS6F,1,Loyal,0
CUST_0DZRNQ,1,Loyal,0
CUST_0E3JW6,0,High Value,0
CUST_0E3K5M,2,New,0
CUST_0EGAUZ,3,Low Value,1
CUST_0EPAPK,3,Low Value,0
CUST_0EWCHL,1,Loyal,0
CUST_0EWKAE,2,New,0
CUST_0F1R8G,2,New,0
CUST_0FGIM6,2,New,0
CUST_0FHC9I,0,High Value,0
CUST_0FI7NL,2,New,0
CUST_0FVAOC,3,Low Value,1
CUST_0G0XQ5,3,Low Value,0
CUST_0G5L4G,2,New,0
CUST_0G5WTR,3,Low Value,1
CUST_0G5YJH,1,Loyal,0
CUST_0G8SCS,3,Low Value,0
CUST_0GC4L7,1,Loyal,1
CUST_0GESEG,1,Loyal,0
CUST_0GH2QG,3,Low Value,0
CUST_0GH40Y,0,High Value,1
CUST_0GLE52,2,New,0
CUST_0GPSNR,2,New,0
CUST_0GQC1M,2,New,0
CUST_0GT5TX,1,Loyal,0
CUST_0GXW6D,2,New,0
CUST_0H0IHY,0,High Value,1
CUST_0H7P3P,2,New,0
CUST_0H8YGU,0,High Value,0
CUST_0H920T,1,Loyal,0
CUST_0HCDOB,3,Low Value,0
CUST_0HF433,2,New,0
CUST_0HIQMX,0,High Value,0
CUST_0HJH0Q,3,Low Value,1
CUST_0HQ4YH,2,New,0
CUST_0HRGMM,2,New,0
CUST_0HRVLE,0,High Value,0
CUST_0HSG1P,3,Low Value,0
CUST_0HWZP2,0,High Value,1
CUST_0I24Q6,2,New,1
CUST_0I6QBC,2,New,0
CUST_0I6RKW,0,High Value,0
CUST_0I734U,2,New,0
CUST_0I89GC,0,High Value,0
CUST_0IICR1,2,New,0
CUST_0INZUC,0,High Value,0
CUST_0IP2YR,2,New,0
CUST_0IV5F2,1,Loyal,0
CUST_0IVC8A,0,High Value,0
CUST_0IX2GZ,3,Low Value,1
CUST_0J3F8S,1,Loyal,0
CUST_0J4C26,1,Loyal,0
CUST_0J4FED,1,Loyal,0
CUST_0JFUTH,3,Low Value,1
CUST_0JLJNO,3,Low Value,0
CUST_0JQA17,3,Low Value,0
CUST_0K47ET,1,Loyal,0
CUST_0K4G8O,1,Loyal,0
CUST_0K4HLM,1,Loyal,0
CUST_0K88KY,2,New,0
CUST_0KAIJA,2,New,0
CUST_0KAT1W,2,New,0
CUST_0KBLBX,2,New,0
CUST_0KCX8S,3,Low Value,0
CUST_0KG8K6,3,Low Value,0
CUST_0KS07C,0,High Value,0
CUST_0KTIHW,1,Loyal,0
CUST_0L0ASW,2,New,0
CUST_0L0Q3P,2,New,0
CUST_0L3CWP,3,Low Value,0
CUST_0L84XM,2,New,0
CUST_0L9226,3,Low Value,0
CUST_0L9RXX,2,New,0
CUST_0LG9QK,0,High Value,0
CUST_0LK9W7,0,High Value,0
CUST_0LM02U,0,High Value,0
CUST_0LP6Y8,0,High Value,0
CUST_0LV5O9,3,Low Value,1
CUST_0M1TBJ,2,New,0
CUST_0M4KIR,3,Low Value,0
CUST_0M97X9,1,Loyal,0
CUST_0MJKEQ,1,Loyal,1
CUST_0MK066,0,High Value,1
CUST_0MNRJU,1,Loyal,0
CUST_0MOKDR,3,Low Value,0
CUST_0MORPP,1,Loyal,0
CUST_0MT6UQ,1,Loyal,0
CUST_0MUUYG,1,Loyal,0
CUST_0MX572,3,Low Value,0
CUST_0MZA0T,0,High Value,0
CUST_0N4V4F,0,High Value,1
CUST_0N5606,0,High Value,1
CUST_0NA56X,2,New,0
CUST_0NC0HL,2,New,0
CUST_0NCW8M,2,New,0
CUST_0NE21V,0,High Value,0
CUST_0NJ67W,3,Low Value,1
CUST_0NKA3U,3,Low Value,1
CUST_0NLRJ1,3,Low Value,0
CUST_0NPA83,2,New,0
CUST_0NPYUL,1,Loyal,0
CUST_0NQQ9I,2,New,0
CUST_0NTL4B,3,Low Value,1
CUST_0NW9WT,3,Low Value,0
CUST_0NWNYS,1,Loyal,0
CUST_0O02K6,3,Low Value,0
CUST_0O0WHM,2,New,0
CUST_0O5RER,3,Low Value,0
CUST_0O5RTC,2,New,0
CUST_0O7YE6,3,Low Value,0
CUST_0O94JD,0,High Value,0
CUST_0OEOSR,2,New,0
CUST_0OIH35,2,New,0
CUST_0OO52N,2,New,0
CUST_0OXUL3,1,Loyal,0
CUST_0P3O91,2,New,0
CUST_0P3RWJ,1,Loyal,0
CUST_0P4370,2,New,0
CUST_0PCRJ3,2,New,0
CUST_0PHTNW,3,Low Value,0
CUST_0PIHY0,1,Loyal,0
CUST_0PIL6S,3,Low Value,0
CUST_0PKYXG,2,New,0
CUST_0PNGD0,2,New,0
CUST_0POVWO,2,New,0
CUST_0PRN2D,1,Loyal,1
CUST_0PSJ4B,3,Low Value,0
CUST_0PZ8FT,2,New,1
CUST_0Q09T7,3,Low Value,0
CUST_0Q80T9,0,High Value,0
CUST_0QCV0M,0,High Value,0
CUST_0QDY7B,3,Low Value,0
CUST_0QH0PZ,2,New,0
CUST_0QO1ZU,1,Loyal,0
CUST_0QUDQI,3,Low Value,0
CUST_0R163N,1,Loyal,0
CUST_0R4PJM,1,Loyal,0
CUST_0R55DR,2,New,0
CUST_0R6ETP,1,Loyal,0
CUST_0RED8T,1,Loyal,1
CUST_0RK1AU,1,Loyal,1
CUST_0RNHFE,0,High Value,1
CUST_0RQBBS,1,Loyal,0
CUST_0RSMS8,2,New,0
CUST_0RWHIU,0,High Value,1
CUST_0S38W9,1,Loyal,0
CUST_0SAN1V,3,Low Value,1
CUST_0SBA41,2,New,1
CUST_0SDVX3,0,High Value,1
CUST_0SWOVX,1,Loyal,0
CUST_0T053D,2,New,0
CUST_0T87OW,3,Low Value,1
CUST_0TIGX7,0,High Value,0
CUST_0TMW5F,0,High Value,0
CUST_0TOY6Q,1,Loyal,0
CUST_0TRQ0U,0,High Value,1
CUST_0TV9PL,2,New,0
CUST_0TYADX,3,Low Value,0
CUST_0U1VU4,3,Low Value,0
CUST_0U4HLI,2,New,0
CUST_0UE5CA,3,Low Value,1
CUST_0UGWYS,0,High Value,0
CUST_0UL1HV,1,Loyal,0
CUST_0V3JZS,0,High Value,1
CUST_0V7QZO,0,High Value,0
CUST_0VJ9AL,1,Loyal,0
CUST_0VM50S,1,Loyal,0
CUST_0VRO12,3,Low Value,0
CUST_0VTUGK,0,High Value,0
CUST_0VUQ7S,1,Loyal,0
CUST_0W26R9,0,High Value,0
CUST_0W2YO3,0,High Value,1
CUST_0W3ED6,3,Low Value,1
CUST_0WAZT3,1,Loyal,0
CUST_0WFP4A,0,High Value,0
CUST_0WO16W,2,New,0
CUST_0WPTHG,0,High Value,0
CUST_0WVDWI,1,Loyal,0
CUST_0WVIR3,1,Loyal,0
CUST_0X5031,2,New,1
CUST_0X5MIZ,2,New,0
CUST_0XAPHM,0,High Value,0
CUST_0XJKWH,3,Low Value,0
CUST_0XQQ8F,0,High Value,0
CUST_0XU7PK,1,Loyal,0
CUST_0Y4LBT,2,New,0
CUST_0Y7P12,2,New,0
CUST_0Y86QF,2,New,0
CUST_0YAOMR,1,Loyal,0
CUST_0YEE6O,0,High Value,0
CUST_0YNZI4,3,Low Value,0
CUST_0YZW8L,2,New,0
CUST_0Z3746,2,New,0
CUST_0Z8A4D,1,Loyal,0
CUST_0ZT6OS,0,High Value,0
CUST_104F3N,0,High Value,0
CUST_105NB0,0,High Value,0
CUST_10CRMB,1,Loyal,0
CUST_10F6D3,1,Loyal,0
CUST_10S4XE,2,New,0
CUST_10WHN7,1,Loyal,0
CUST_10WV23,2,New,0
CUST_10Z967,1,Loyal,0
CUST_114DC0,1,Loyal,0
CUST_11HHA8,3,Low Value,1
CUST_11MNTD,1,Loyal,0
CUST_11NOOA,0,High Value,0
CUST_11S2PR,1,Loyal,0
CUST_11ZF04,0,High Value,0
CUST_11ZJ6Z,3,Low Value,0
CUST_129BTQ,1,Loyal,0
CUST_12FO8I,0,High Value,0
CUST_12JUWV,1,Loyal,1
CUST_131SVH,2,New,0
CUST_1341EG,0,High Value,0
CUST_136FJL,2,New,0
CUST_13CJHL,1,Loyal,0
CUST_13UEOX,3,Low Value,0
CUST_145DFV,3,Low Value,0
CUST_14HZLT,3,Low Value,0
CUST_14I7G1,1,Loyal,0
CUST_14L0BX,0,High Value,0
CUST_14LXQ7,3,Low Value,0
CUST_14TM74,1,Loyal,1
CUST_14XC5S,3,Low Value,0
CUST_15669Y,2,New,0
CUST_15BT09,3,Low Value,0
CUST_15E44Q,2,New,0
CUST_15NI4J,0,High Value,0
CUST_163OIK,2,New,0
CUST_169JNQ,0,High Value,0
CUST_16AO1H,3,Low Value,0
CUST_16H4ZV,0,High Value,0
CUST_16H6D6,3,Low Value,0
CUST_16IIJM,3,Low Value,0
CUST_16R0L1,0,High Value,1
CUST_16ULOD,1,Loyal,0
CUST_16Y1H8,0,High Value,0
CUST_16ZUNV,2,New,0
CUST_171KS1,3,Low Value,0
CUST_172TYR,0,High Value,0
CUST_173CX7,1,Loyal,0
CUST_179SL6,3,Low Value,0
CUST_17D8K5,2,New,0
CUST_17FMXS,0,High Value,0
CUST_17G59N,0,High Value,0
CUST_17NGBN,3,Low Value,0
CUST_17NXVF,3,Low Value,0
CUST_17SHV5,0,High Value,0
CUST_180BMV,3,Low Value,0
CUST_181OO6,0,High Value,1
CUST_182GQ2,0,High Value,0
CUST_187L2K,3,Low Value,0
CUST_189682,1,Loyal,0
CUST_18TG2C,0,High Value,0
CUST_193DLZ,3,Low Value,0
CUST_197LQT,2,New,0
CUST_198JS9,2,New,1
CUST_19A12T,3,Low Value,0
CUST_19L1UP,2,New,0
CUST_19NYSD,3,Low Value,0
CUST_19VT04,1,Loyal,0
CUST_1A1VX1,1,Loyal,0
CUST_1A896E,1,Loyal,1
CUST_1AF25M,2,New,0
CUST_1AH9QC,1,Loyal,1
CUST_1ALD9L,0,High Value,1
CUST_1ARP1W,1,Loyal,0
CUST_1AUTDC,2,New,0
CUST_1B9PHS,2,New,0
CUST_1BI3Z2,2,New,0
CUST_1BJMZ4,0,High Value,0
CUST_1BPLTP,3,Low Value,0
CUST_1BPZBB,1,Loyal,0
CUST_1BUW0C,2,New,0
CUST_1CHC19,3,Low Value,0
CUST_1CK0SW,0,High Value,0
CUST_1CQGET,2,New,0
CUST_1CRMNT,1,Loyal,0
CUST_1DCOGH,1,Loyal,0
CUST_1DD86P,0,High Value,0
CUST_1DHWP6,3,Low Value,0
CUST_1DJROX,0,High Value,1
CUST_1DMPY2,1,Loyal,0
CUST_1DSUW9,1,Loyal,0
CUST_1DTFOW,0,High Value,0
CUST_1E1B9M,3,Low Value,0
CUST_1E1WPG,3,Low Value,0
CUST_1E6Q8N,1,Loyal,0
CUST_1E78ZJ,0,High Value,1
CUST_1E8M4X,0,High Value,0
CUST_1E9EKO,0,High Value,0
CUST_1EDZ7H,1,Loyal,0
CUST_1EEEJR,2,New,0
CUST_1EMIDH,3,Low Value,1
CUST_1ENJEF,1,Loyal,1
CUST_1EUG0Q,0,High Value,0
CUST_1F32HG,2,New,0
CUST_1F3INY,0,High Value,0
CUST_1FBOJL,1,Loyal,0
CUST_1FCN2T,1,Loyal,1
CUST_1FFJ2F,2,New,0
CUST_1FGQSX,3,Low Value,0
CUST_1FGST3,3,Low Value,0
CUST_1FIZ5B,0,High Value,1
CUST_1FJF8G,0,High Value,0
CUST_1FLRBV,3,Low Value,0
CUST_1FNS8E,1,Loyal,1
CUST_1FZA1N,3,Low Value,0
CUST_1G4IXG,2,New,0
CUST_1G4M0R,3,Low Value,1
CUST_1G8LVE,2,New,1
CUST_1G9QR4,1,Loyal,0
CUST_1GEWW7,3,Low Value,0
CUST_1GNHEE,2,New,0
CUST_1H23Z2,3,Low Value,0
CUST_1H4KLZ,3,Low Value,0
CUST_1H4RXF,1,Loyal,0
CUST_1HDJF7,2,New,0
CUST_1HE7ZB,1,Loyal,0
CUST_1HE8BG,1,Loyal,0
CUST_1HEGOA,0,High Value,0
CUST_1HFQ0E,0,High Value,0
CUST_1HGE0U,1,Loyal,0
CUST_1HHY8V,1,Loyal,0
CUST_1HTSYP,3,Low Value,0
CUST_1HYE7B,1,Loyal,1
CUST_1I9TZS,2,New,0
CUST_1ITSPW,0,High Value,0
CUST_1J6HV8,0,High Value,0
CUST_1J6MOM,2,New,0
CUST_1J9DVB,0,High Value,0
CUST_1JB46P,3,Low Value,0
CUST_1JC9F4,2,New,0
CUST_1JCWPV,2,New,0
CUST_1JTJXB,3,Low Value,0
CUST_1JVU30,1,Loyal,0
CUST_1JW1KA,1,Loyal,0
CUST_1K14GJ,1,Loyal,0
CUST_1K7G39,1,Loyal,0
CUST_1K9IG0,1,Loyal,1
CUST_1KEB00,3,Low Value,0
CUST_1KJ1DB,0,High Value,0
CUST_1KJUDZ,3,Low Value,0
CUST_1KWNKF,1,Loyal,1
CUST_1KX8NL,0,High Value,1
CUST_1L7MEA,0,High Value,0
CUST_1L8ZVC,1,Loyal,0
CUST_1LC81K,1,Loyal,0
CUST_1LK27J,3,Low Value,0
CUST_1LKQDO,0,High Value,0
CUST_1LQSI4,2,New,0
CUST_1LRFVG,1,Loyal,1
CUST_1LS7ER,2,New,0
CUST_1LUO58,1,Loyal,0
CUST_1LX5DU,2,New,0
CUST_1M2UF2,2,New,0
CUST_1M4FZD,0,High Value,0
CUST_1MR1GC,0,High Value,0
CUST_1MRUDA,3,Low Value,0
CUST_1MY646,3,Low Value,0
CUST_1NBT31,0,High Value,0
CUST_1NE3DE,0,High Value,0
CUST_1NL83S,1,Loyal,1
CUST_1NY36H,1,Loyal,0
CUST_1O3FO3,0,High Value,0
CUST_1O413Z,1,Loyal,1
CUST_1OCCZK,1,Loyal,0
CUST_1OCX4H,1,Loyal,1
CUST_1OET7P,3,Low Value,0
CUST_1OJE7W,2,New,1
CUST_1OLCEQ,2,New,0
CUST_1OOG5A,2,New,1
CUST_1OQ6LZ,1,Loyal,0
CUST_1OQU02,0,High Value,1
CUST_1OSUBO,3,Low Value,0
CUST_1P3HP1,2,New,0
CUST_1PAHY8,3,Low Value,1
CUST_1PBS7Q,1,Loyal,0
CUST_1PG2YD,0,High Value,0
CUST_1PICYG,2,New,0
CUST_1PLHCH,3,Low Value,0
CUST_1PNR4A,3,Low Value,0
CUST_1PRQV4,2,New,0
CUST_1Q0BHT,2,New,1
CUST_1QF1YL,2,New,0
CUST_1QHR6Q,3,Low Value,0
CUST_1QJ4XB,2,New,1
CUST_1QU7OQ,3,Low Value,1
CUST_1R3YHC,1,Loyal,0
CUST_1RKTGL,3,Low Value,0
CUST_1RNVFF,0,High Value,0
CUST_1RVTBM,3,Low Value,0
CUST_1RXF87,1,Loyal,0
CUST_1RZ6OC,1,Loyal,0
CUST_1S3SMA,0,High Value,0
CUST_1S6G6P,1,Loyal,0
CUST_1S7AWT,3,Low Value,1
CUST_1S7YRV,2,New,1
CUST_1SH4XK,3,Low Value,0
CUST_1SLUZ7,0,High Value,0
CUST_1SLWBW,3,Low Value,0
CUST_1SPITU,2,New,0
CUST_1SXEZN,3,Low Value,0
CUST_1T0UUI,1,Loyal,0
CUST_1T28J3,1,Loyal,1
CUST_1T38WQ,2,New,0
CUST_1T6VR4,0,High Value,1
CUST_1T8FT5,2,New,0
CUST_1TBDWK,0,High Value,0
CUST_1TDLID,0,High Value,0
CUST_1TE6B1,2,New,1
CUST_1TTVOF,0,High Value,1
CUST_1U74EW,2,New,0
CUST_1U750L,2,New,0
CUST_1U8UFW,1,Loyal,0
CUST_1UBQRX,0,High Value,0
CUST_1UG7ZJ,2,New,1
CUST_1UIXEJ,1,Loyal,0
CUST_1URG2A,2,New,0
CUST_1URQA0,1,Loyal,0
CUST_1USIBX,3,Low Value,1
CUST_1UT4N4,0,High Value,0
CUST_1UUOLX,3,Low Value,0
CUST_1UXBW6,1,Loyal,0
CUST_1UXL9R,0,High Value,0
CUST_1V5EOG,0,High Value,0
CUST_1V9FRX,2,New,0
CUST_1VDLJ4,0,High Value,1
CUST_1VEDM6,0,High Value,0
CUST_1VQRUL,1,Loyal,1
CUST_1VZAK3,3,Low Value,1
CUST_1W1ROS,1,Loyal,0
CUST_1W3DS9,0,High Value,0
CUST_1WA5FW,1,Loyal,1
CUST_1WAATS,2,New,0
CUST_1WDINH,0,High Value,0
CUST_1WFZBP,3,Low Value,0
CUST_1WH076,3,Low Value,0
CUST_1WH9ZE,2,New,1
CUST_1WL7ZD,1,Loyal,0
CUST_1WV1FG,1,Loyal,0
CUST_1WWX0U,2,New,0
CUST_1WZSKK,1,Loyal,0
CUST_1X0U3O,3,Low Value,0
CUST_1X3ZR2,1,Loyal,0
CUST_1X41MX,0,High Value,0
CUST_1XVEMZ,2,New,0
CUST_1Y05LW,2,New,0
CUST_1Y2F2F,1,Loyal,0
CUST_1Y606T,0,High Value,1
CUST_1YC9HQ,3,Low Value,0
CUST_1YDKKY,3,Low Value,0
CUST_1YGT9J,2,New,1
CUST_1YLTPM,3,Low Value,0
CUST_1YQHEM,3,Low Value,0
CUST_1YXBTN,1,Loyal,0
CUST_1Z2ZHO,1,Loyal,0
CUST_1Z3FYU,0,High Value,0
CUST_1Z5FO7,2,New,0
CUST_1ZEOVI,2,New,0
CUST_1ZG639,2,New,0
CUST_1ZHLZA,0,High Value,0
CUST_1ZKAH1,3,Low Value,0
CUST_1ZMDZ1,2,New,0
CUST_1ZRQA2,1,Loyal,0
CUST_1ZT9NU,2,New,0
CUST_201M6H,2,New,1
CUST_206CV5,2,New,0
CUST_20A5S9,0,High Value,0
CUST_20FQOO,1,Loyal,0
CUST_20KRCE,2,New,0
CUST_20PJFA,3,Low Value,0
CUST_20WSFZ,2,New,1
CUST_212R1N,1,Loyal,1
CUST_213H84,0,High Value,0
CUST_216IMZ,1,Loyal,1
CUST_217H7K,0,High Value,0
CUST_217V0Q,3,Low Value,0
CUST_219TF4,3,Low Value,0
CUST_21AQX6,3,Low Value,1
CUST_21FGH6,1,Loyal,0
CUST_21RYSA,3,Low Value,0
CUST_21SZJO,1,Loyal,0
CUST_220G6H,2,New,0
CUST_2227CD,0,High Value,0
CUST_226IMH,0,High Value,0
CUST_22APOK,1,Loyal,0
CUST_22E794,1,Loyal,0
CUST_22HXWS,1,Loyal,0
CUST_22IMP8,3,Low Value,0
CUST_22K5GJ,1,Loyal,0
CUST_22RUDL,1,Loyal,0
CUST_22RYZ8,2,New,1
CUST_22S0QO,1,Loyal,0
CUST_22SLHJ,0,High Value,0
CUST_22WAP9,2,New,0
CUST_230YOG,2,New,0
CUST_2314QK,1,Loyal,0
CUST_235UAR,1,Loyal,0
CUST_239T2Y,2,New,0
CUST_23CZS9,3,Low Value,0
CUST_23E0VC,3,Low Value,0
CUST_23E3GM,2,New,0
CUST_23HBB3,2,New,0
CUST_23HN5V,3,Low Value,0
CUST_23K8ZG,2,New,0
CUST_23VHO0,0,High Value,0
CUST_241MPA,2,New,0
CUST_24BW0Y,3,Low Value,0
CUST_24C52X,2,New,0
CUST_24CWW9,1,Loyal,0
CUST_24G990,2,New,0
CUST_24GLK9,0,High Value,1
CUST_24QHUR,0,High Value,1
CUST_24RJS7,2,New,0
CUST_24X28J,3,Low Value,0
CUST_24ZQC5,2,New,0
CUST_2581HV,2,New,0
CUST_25GVRW,0,High Value,0
CUST_25PZ4I,0,High Value,0
CUST_25RBUC,1,Loyal,0
CUST_25S2HS,1,Loyal,0
CUST_25UNDB,2,New,0
CUST_25UP1Z,0,High Value,0
CUST_262G5O,0,High Value,0
CUST_264OXJ,1,Loyal,0
CUST_2670W7,0,High Value,0
CUST_26EGK7,2,New,0
CUST_26QSU9,3,Low Value,0
CUST_26VRNW,3,Low Value,1
CUST_26VSHE,0,High Value,0
CUST_274UN3,1,Loyal,0
CUST_278WLJ,1,Loyal,0
CUST_27HOHT,1,Loyal,0
CUST_27I3AM,3,Low Value,0
CUST_27IGJF,1,Loyal,0
CUST_27NVE2,3,Low Value,0
CUST_27PVVE,0,High Value,0
CUST_27T4FA,0,High Value,0
CUST_280NVC,1,Loyal,0
CUST_283LWS,2,New,0
CUST_288277,2,New,0
CUST_28D0NJ,3,Low Value,0
CUST_28IUIZ,0,High Value,1
CUST_28MHQ0,1,Loyal,0
CUST_28O386,3,Low Value,0
CUST_28R1J1,0,High Value,0
CUST_28RM3T,3,Low Value,0
CUST_28VMXJ,1,Loyal,0
CUST_28XLZO,2,New,0
CUST_291N7I,0,High Value,0
CUST_297R2X,2,New,0
CUST_29GB2D,2,New,0
CUST_29O9XT,1,Loyal,0
CUST_29SBUM,2,New,0
CUST_29WZ34,2,New,0
CUST_2A5GH9,2,New,0
CUST_2ABWJ7,1,Loyal,0
CUST_2AEOD5,0,High Value,0
CUST_2AJ9Z7,0,High Value,1
CUST_2AJDZJ,2,New,0
CUST_2ANLXU,1,Loyal,0
CUST_2ARO3T,3,Low Value,0
CUST_2AT2UE,3,Low Value,0
CUST_2B0LR3,3,Low Value,0
CUST_2B2KHQ,3,Low Value,0
CUST_2B70J3,0,High Value,0
CUST_2B8AV0,2,New,0
CUST_2BA25C,2,New,0
CUST_2BAIN8,2,New,1
CUST_2BFUZ9,0,High Value,0
CUST_2BP33L,3,Low Value,0
CUST_2BP3GH,2,New,0
CUST_2C4TLZ,0,High Value,1
CUST_2C7YKK,2,New,0
CUST_2CD5BK,1,Loyal,0
CUST_2CLG5A,1,Loyal,1
CUST_2CQFFM,1,Loyal,1
CUST_2CVCRT,1,Loyal,0
CUST_2CVQJI,3,Low Value,0
CUST_2CY6B7,2,New,0
CUST_2CYMPD,0,High Value,0
CUST_2D1NHU,1,Loyal,1
CUST_2D30JB,1,Loyal,0
CUST_2D4IM9,3,Low Value,0
CUST_2D93RY,3,Low Value,0
CUST_2DCO3Y,3,Low Value,0
CUST_2DGPAG,1,Loyal,0
CUST_2DHWUN,1,Loyal,0
CUST_2DIMDA,2,New,0
CUST_2DJV6E,0,High Value,0
CUST_2DM3A5,0,High Value,0
CUST_2DMDTJ,2,New,0
CUST_2DNJMZ,1,Loyal,0
CUST_2DO72Q,3,Low Value,0
CUST_2DWJBJ,0,High Value,0
CUST_2E4MEV,1,Loyal,0
CUST_2E6J2O,3,Low Value,0
CUST_2EJLIN,0,High Value,0
CUST_2ELLG6,2,New,0
CUST_2EMZBJ,2,New,0
CUST_2EYNO9,2,New,0
CUST_2F2IHW,3,Low Value,0
CUST_2F891D,3,Low Value,1
CUST_2FBFHK,0,High Value,0
CUST_2FDPH0,3,Low Value,0
CUST_2FDVYK,1,Loyal,0
CUST_2FF5PB,2,New,0
CUST_2FIRUW,2,New,0
CUST_2FLQ50,3,Low Value,0
CUST_2FM005,2,New,0
CUST_2FU42B,1,Loyal,0
CUST_2FUDSD,0,High Value,0
CUST_2G27NR,1,Loyal,1
CUST_2G7PS4,0,High Value,0
CUST_2GA5AO,0,High Value,1
CUST_2GG4QS,2,New,0
CUST_2GSB9V,2,New,0
CUST_2GUBO0,3,Low Value,1
CUST_2GWP7K,1,Loyal,0
CUST_2GXTA6,3,Low Value,0
CUST_2H6LH8,0,High Value,0
CUST_2HRMEI,2,New,0
CUST_2HSUKJ,3,Low Value,0
CUST_2HTHGI,3,Low Value,0
CUST_2HV5HY,1,Loyal,0
CUST_2I10IP,0,High Value,0
CUST_2I5YS9,2,New,0
CUST_2ICQKH,1,Loyal,0
CUST_2IYJQ1,1,Loyal,0
CUST_2J0IED,2,New,0
CUST_2J13TJ,0,High Value,0
CUST_2J6651,3,Low Value,0
CUST_2J7STR,0,High Value,1
CUST_2J841J,3,Low Value,0
CUST_2JBJPF,1,Loyal,0
CUST_2JEJHF,2,New,0
CUST_2JF2S2,1,Loyal,0
CUST_2JIMC3,1,Loyal,0
CUST_2JIVGU,3,Low Value,0
CUST_2JY7Q9,0,High Value,0
CUST_2JZ3V8,3,Low Value,0
CUST_2JZJ6C,0,High Value,0
CUST_2K68AH,2,New,1
CUST_2KGNDI,0,High Value,0
CUST_2KHCUI,1,Loyal,0
CUST_2KIB0J,1,Loyal,1
CUST_2KJKTA,2,New,0
CUST_2KKNOB,1,Loyal,0
CUST_2KL6J1,3,Low Value,1
