Bundle_ID,Discount_Level,Revenue_Generated,Units_Sold,Customer_Satisfaction_Post_Refund,Bundle_Price,ROI,ROI_Category
BNDL_03ZPJS,65,4302.01,4,4.0,1075.5025,93.95631344418074,50-100%
BNDL_04DBV4,20,68036.53,78,1.0,872.2632051282051,97.70711410473167,50-100%
BNDL_04GP0Q,35,35345.82,41,3.0,862.0931707317073,95.94011399367733,50-100%
BNDL_04H4MG,20,43033.94,52,2.0,827.5757692307693,97.58330285351515,50-100%
BNDL_04VD8J,49,64835.13,87,2.0,745.2313793103448,93.42486087403542,50-100%
BNDL_050IC5,53,96555.71,20,2.0,4827.7855,98.90218817716736,50-100%
BNDL_056SJO,65,91088.57,162,4.0,562.2751234567902,88.43982291082185,50-100%
BNDL_0576BL,33,75391.1,87,1.0,866.564367816092,96.19185819015772,50-100%
BNDL_05AH9F,56,38935.47,25,1.0,1557.4188000000001,96.40430692116982,50-100%
BNDL_05E630,37,49312.43,24,2.0,2054.684583333333,98.19923698751005,50-100%
BNDL_05GNUK,47,35354.75,99,2.0,357.1186868686869,86.83910931345858,50-100%
BNDL_05J43V,38,68918.4,123,2.0,560.3121951219512,93.21806658308957,50-100%
BNDL_05P7OG,47,26167.44,69,2.0,379.2382608695652,87.60673569902137,50-100%
BNDL_05R344,30,87477.09,45,3.0,1943.9353333333333,98.45673878726419,50-100%
BNDL_061MAQ,69,8376.77,72,1.0,116.34402777777778,40.69313112333274,0-50%
BNDL_063CNJ,26,73140.01,187,1.0,391.1230481283422,93.35247561491992,50-100%
BNDL_0640L1,56,64465.17,197,2.0,327.2343654822335,82.88688294779956,50-100%
BNDL_0653XK,50,73810.43,121,1.0,610.0035537190082,91.80332644045022,50-100%
BNDL_065QDQ,49,82680.04,159,4.0,520.000251572327,90.57692763573893,50-100%
BNDL_067X77,45,9310.17,75,4.0,124.1356,63.749319292773386,50-100%
BNDL_069F6L,52,62838.36,129,3.0,487.1190697674419,89.32499193167996,50-100%
BNDL_069I52,27,35749.05,40,4.0,893.72625,96.97894069912347,50-100%
BNDL_06F1CU,26,61690.84,68,1.0,907.2182352941176,97.13409640718136,50-100%
BNDL_06FERV,11,17723.89,130,3.0,136.3376153846154,91.93179375407995,50-100%
BNDL_06HLN9,26,66212.35,133,1.0,497.8372180451128,94.77740935037043,50-100%
BNDL_07A44I,39,75684.9,15,2.0,5045.66,99.22705850176192,50-100%
BNDL_07CY5R,30,18907.63,199,2.0,95.01321608040202,68.42544517742309,50-100%
BNDL_07EZHK,11,29510.88,115,1.0,256.61634782608695,95.71344534625874,50-100%
BNDL_07O2CZ,33,95854.73,66,1.0,1452.344393939394,97.72781165832922,50-100%
BNDL_081G8R,65,50854.86,59,1.0,861.946779661017,92.45893116213475,50-100%
BNDL_083H3X,41,25936.85,99,1.0,261.9883838383838,84.35045119202988,50-100%
BNDL_0876TE,38,2026.73,122,2.0,16.612540983606557,-128.7428517858817,< 0%
BNDL_08DIJV,63,45835.69,100,3.0,458.3569,86.25525218448767,50-100%
BNDL_08EA6Z,10,38522.1,9,4.0,4280.233333333334,99.76636787714065,50-100%
BNDL_08M9D6,55,58812.13,49,1.0,1200.247551020408,95.41761197902542,50-100%
BNDL_08O4RD,22,2007.86,26,2.0,77.22538461538461,71.51195800504019,50-100%
BNDL_08W8QP,39,70610.3,81,3.0,871.7320987654322,95.52614845142989,50-100%
BNDL_08Z25N,37,77112.23,142,2.0,543.0438732394366,93.18655419509979,50-100%
BNDL_0935O4,40,7348.9,8,4.0,918.6125,95.6456068255113,50-100%
BNDL_094C6M,17,56355.91,138,3.0,408.37615942028987,95.83717129223892,50-100%
BNDL_0958T0,66,36747.37,30,1.0,1224.9123333333334,94.6118592976858,50-100%
BNDL_09GSKX,48,11501.25,153,1.0,75.17156862745098,36.146071079230516,0-50%
BNDL_09KTDH,42,81193.61,137,4.0,592.6540875912409,92.9132354134765,50-100%
BNDL_09PEG1,60,94987.51,34,1.0,2793.7502941176467,97.85234921938685,50-100%
BNDL_09SBBN,20,43196.78,182,4.0,237.34494505494504,91.57344598370527,50-100%
BNDL_09SCAW,33,48780.35,32,2.0,1524.3859375,97.83519388442272,50-100%
BNDL_09X7VZ,45,32082.7,140,2.0,229.16214285714287,80.36324872906582,50-100%
BNDL_09XRCR,49,79454.38,190,4.0,418.1809473684211,88.28258429554167,50-100%
BNDL_09ZOEO,36,95825.22,192,4.0,499.0896875,92.7868675908075,50-100%
BNDL_0A9AM7,38,34313.25,10,4.0,3431.325,98.89255608256285,50-100%
BNDL_0AFKE0,19,16514.63,151,4.0,109.3684105960265,82.62752480679252,50-100%
BNDL_0AFPRF,51,98870.92,140,3.0,706.2208571428571,92.77846307084025,50-100%
BNDL_0AOOTF,27,28805.73,25,1.0,1152.2292,97.65671621583623,50-100%
BNDL_0AT7PC,47,1079.36,14,2.0,77.09714285714286,39.03794841387489,0-50%
BNDL_0B1K4I,30,10227.53,23,3.0,444.6752173913044,93.25350304521228,50-100%
BNDL_0BDK1M,46,23660.02,55,3.0,430.18218181818185,89.30685603816057,50-100%
BNDL_0BFQ2D,54,31978.23,11,2.0,2907.1118181818183,98.14248631021792,50-100%
BNDL_0BHF9D,14,5398.82,25,4.0,215.9528,93.51710188522677,50-100%
BNDL_0BOJ6Y,34,6173.47,82,2.0,75.28621951219513,54.8390127432384,50-100%
BNDL_0BXI1V,51,94609.45,181,4.0,522.7041436464089,90.24304654556178,50-100%
BNDL_0C0R5N,14,5668.18,53,2.0,106.9467924528302,86.90937831896657,50-100%
BNDL_0C4K00,54,35739.96,2,4.0,17869.98,99.69781723314743,50-100%
BNDL_0C9S8R,16,88664.37,15,4.0,5910.958,99.7293162969522,50-100%
BNDL_0CEHP4,66,9543.6,117,2.0,81.56923076923077,19.087136929460584,0-50%
BNDL_0CLFYJ,55,57331.7,148,2.0,387.37635135135133,85.80192110124068,50-100%
BNDL_0CTTRS,39,38406.41,29,2.0,1324.3589655172416,97.05517907036872,50-100%
BNDL_0CUXDB,59,37118.37,179,1.0,207.36519553072628,71.54778078886545,50-100%
BNDL_0D0SWJ,58,83861.57,65,3.0,1290.178,95.50449627880803,50-100%
BNDL_0D4QQL,42,97751.28,114,3.0,857.4673684210526,95.10185442072984,50-100%
BNDL_0DOIBC,54,56000.92,111,3.0,504.51279279279277,89.29660441292751,50-100%
BNDL_0DPDUJ,46,85184.78,92,4.0,925.9215217391304,95.03197636948761,50-100%
BNDL_0DQHN2,32,3344.26,84,4.0,39.81261904761905,19.623474251403902,0-50%
BNDL_0DVKOK,18,74457.3,43,2.0,1731.5651162790698,98.96047801894508,50-100%
BNDL_0DZDM1,47,91433.23,71,2.0,1287.7919718309859,96.35034221146951,50-100%
BNDL_0EA77R,31,40781.57,27,4.0,1510.4285185185186,97.94760231153435,50-100%
BNDL_0EHDNR,23,35786.84,184,2.0,194.4936956521739,88.17442389437011,50-100%
BNDL_0EPMSP,63,37496.89,25,4.0,1499.8756,95.79965165111027,50-100%
BNDL_0ES18N,50,39366.0,165,1.0,238.5818181818182,79.04282883706753,50-100%
BNDL_0ET74B,21,41298.26,108,2.0,382.39129629629633,94.50824320443525,50-100%
BNDL_0EXROB,10,73502.78,172,3.0,427.3417441860465,97.65995245349903,50-100%
BNDL_0EZV38,26,64180.87,112,1.0,573.0434821428572,95.46282248900646,50-100%
BNDL_0F6YAD,64,56212.82,132,1.0,425.854696969697,84.97139976254527,50-100%
BNDL_0F93NM,47,1746.81,180,2.0,9.7045,-384.31140192694113,< 0%
BNDL_0FEBZ3,16,15362.33,16,2.0,960.145625,98.33358611616858,50-100%
BNDL_0FIJCZ,27,39071.82,63,3.0,620.187619047619,95.64647871535034,50-100%
BNDL_0FILLP,54,19915.15,9,1.0,2212.7944444444447,97.5596468015556,50-100%
BNDL_0FNM17,32,81097.28,177,3.0,458.1767231638418,93.01579535096614,50-100%
BNDL_0FV1ED,68,19850.92,158,4.0,125.63873417721518,45.876563907365494,0-50%
BNDL_0FVDP0,14,58289.94,150,4.0,388.5996,96.39732001782811,50-100%
BNDL_0FY8L4,11,25487.95,122,3.0,208.9176229508197,94.73476682118412,50-100%
BNDL_0G4JHT,64,88543.37,190,1.0,466.01773684210525,86.26661713914888,50-100%
BNDL_0GB329,20,10851.29,113,4.0,96.02911504424779,79.17298311997929,50-100%
BNDL_0GDKBY,26,79627.69,148,3.0,538.0249324324325,95.16751019651582,50-100%
BNDL_0GLI8C,48,7574.29,40,2.0,189.35725,74.65108940904031,50-100%
BNDL_0GP18F,22,77812.3,159,1.0,489.385534591195,95.5045667587258,50-100%
BNDL_0GPGNL,28,39786.65,62,1.0,641.7201612903226,95.63672739474171,50-100%
BNDL_0GZHF7,29,60856.28,145,4.0,419.6984827586207,93.09027761802069,50-100%
BNDL_0HBMQF,24,81158.22,9,4.0,9017.58,99.73385320673617,50-100%
BNDL_0HCFLP,61,26524.05,121,4.0,219.20702479338843,72.17242464857365,50-100%
BNDL_0HH73M,16,90787.14,60,4.0,1513.119,98.94258151539965,50-100%
BNDL_0HJFYJ,45,95210.21,112,1.0,850.0911607142858,94.70645007504972,50-100%
BNDL_0HNLC9,53,85986.79,151,3.0,569.448940397351,90.69275641060679,50-100%
BNDL_0HTY5E,30,84361.2,11,4.0,7669.2,99.60882491002972,50-100%
BNDL_0HY0EF,51,32585.62,160,4.0,203.660125,74.95827914276298,50-100%
BNDL_0I14JR,15,39799.07,115,1.0,346.0788695652174,95.66572786751047,50-100%
BNDL_0I3LTE,26,4621.29,94,1.0,49.16265957446809,47.11433387647172,0-50%
BNDL_0I5GRW,29,78809.04,66,2.0,1194.0763636363636,97.57134460716689,50-100%
BNDL_0ICSOZ,11,59989.31,115,2.0,521.6461739130434,97.89129096500693,50-100%
BNDL_0IDSRB,45,96351.73,192,3.0,501.8319270833333,91.03285431408445,50-100%
BNDL_0IF2GC,53,88119.65,171,2.0,515.3195906432749,89.71512029382777,50-100%
BNDL_0IOPOY,56,22197.68,48,1.0,462.45166666666665,87.89062640780479,50-100%
BNDL_0IQS5V,61,57522.38,184,2.0,312.6216304347826,80.4875945675405,50-100%
BNDL_0J2ZNC,68,59337.82,196,4.0,302.7439795918367,77.53877712393209,50-100%
BNDL_0J87V2,24,31816.51,45,1.0,707.0335555555555,96.60553593087361,50-100%
BNDL_0JL1UX,32,4654.9,4,4.0,1163.725,97.25020945670154,50-100%
BNDL_0JL5JO,14,99043.73,135,1.0,733.6572592592593,98.09175199682,50-100%
BNDL_0JP9V9,38,71818.47,150,1.0,478.7898,92.06332298641283,50-100%
BNDL_0JR2B2,33,51631.38,129,2.0,400.24325581395345,91.7550141018892,50-100%
BNDL_0K5KJ4,20,82054.47,89,2.0,921.9603370786517,97.83070928372337,50-100%
BNDL_0KUS6U,16,87548.73,116,1.0,754.7304310344828,97.88003778010258,50-100%
BNDL_0L1HLI,47,79075.93,33,2.0,2396.240303030303,98.03859404498941,50-100%
BNDL_0L2VTO,67,25019.2,182,1.0,137.46813186813188,51.26143122082241,50-100%
BNDL_0L5HA6,53,85246.3,138,1.0,617.7268115942029,91.42015547888882,50-100%
BNDL_0LD2NW,62,9630.8,182,1.0,52.91648351648351,-17.165759853802392,< 0%
BNDL_0LPRZH,66,99006.94,120,3.0,825.0578333333334,92.00056076877036,50-100%
BNDL_0LSKU2,31,73530.55,121,1.0,607.6904958677686,94.89871896783038,50-100%
BNDL_0LTQ5F,10,60351.88,61,2.0,989.3750819672131,98.98926098076812,50-100%
BNDL_0M9J57,35,72777.84,167,3.0,435.7954491017964,91.96870915652346,50-100%
BNDL_0MBPXG,66,16964.93,66,1.0,257.04439393939396,74.32350148217529,50-100%
BNDL_0MMBCV,36,26248.14,56,1.0,468.7167857142857,92.31945577858089,50-100%
BNDL_0MW3N3,39,5351.24,182,3.0,29.40241758241758,-32.64215396805227,< 0%
BNDL_0MWO34,19,25130.08,93,4.0,270.21591397849465,92.96858585408403,50-100%
BNDL_0MX9T7,34,11742.17,84,3.0,139.7877380952381,75.67740886054281,50-100%
BNDL_0N4LMF,18,65176.51,75,2.0,869.0201333333333,97.92870161351075,50-100%
BNDL_0N4TPH,33,69288.59,57,2.0,1215.589298245614,97.28526731457518,50-100%
BNDL_0N6ZPD,66,30021.92,196,2.0,153.1730612244898,56.9114833428375,50-100%
BNDL_0NBKS1,51,56033.81,116,3.0,483.05008620689654,89.44208862470711,50-100%
BNDL_0NCKZC,19,90840.64,121,2.0,750.7490909090909,97.4691944046189,50-100%
BNDL_0NGAP4,50,27440.88,57,1.0,481.4189473684211,89.61403570147897,50-100%
BNDL_0NI8EU,46,57129.83,51,2.0,1120.1927450980393,95.89356383521533,50-100%
BNDL_0NJRJS,47,19734.75,124,1.0,159.15120967741936,70.46833631031556,50-100%
BNDL_0NV09K,51,74177.77,169,4.0,438.92171597633137,88.38061591767992,50-100%
BNDL_0NZERY,43,52874.82,191,1.0,276.8315183246073,84.46708660190238,50-100%
BNDL_0O564Q,67,23674.78,79,4.0,299.68075949367085,77.64287566769363,50-100%
BNDL_0O7PU0,69,67391.3,55,4.0,1225.2963636363636,94.36870931411028,50-100%
BNDL_0O8578,10,98502.9,85,2.0,1158.8576470588234,99.13708124329335,50-100%
BNDL_0O9SZT,26,60582.78,113,1.0,536.130796460177,95.1504371374176,50-100%
BNDL_0OCQS2,29,62759.51,83,2.0,756.1386746987952,96.16472467678604,50-100%
BNDL_0P0Q3R,14,76039.17,58,2.0,1311.020172413793,98.93212932229534,50-100%
BNDL_0P2LX8,34,38092.86,185,3.0,205.90735135135137,83.48771922087236,50-100%
BNDL_0PM7T3,62,19121.26,24,3.0,796.7191666666666,92.21808604663082,50-100%
BNDL_0PSNNJ,50,76705.56,150,1.0,511.37039999999996,90.22235154791908,50-100%
BNDL_0PUG56,10,89367.06,134,2.0,666.9183582089552,98.5005660922492,50-100%
BNDL_0PVMGZ,24,2531.51,91,3.0,27.81879120879121,13.727380101204428,0-50%
BNDL_0Q04UT,46,66196.96,85,2.0,778.7877647058824,94.09338434876769,50-100%
BNDL_0QAT4F,31,2429.11,178,2.0,13.646685393258428,-127.16138832741208,< 0%
BNDL_0QDWIY,68,37607.38,166,1.0,226.55048192771082,69.98461472189767,50-100%
BNDL_0QRSZB,39,7050.89,169,2.0,41.721242603550294,6.5224390112453925,0-50%
BNDL_0QWSUQ,12,7801.36,57,3.0,136.8659649122807,91.23229795830471,50-100%
BNDL_0QX33R,15,21227.06,178,3.0,119.25314606741574,87.42171548956851,50-100%
BNDL_0R1VL7,60,96739.57,126,3.0,767.7743650793651,92.18520404835374,50-100%
BNDL_0R3YYK,67,4558.05,166,2.0,27.458132530120483,-144.00785423591228,< 0%
BNDL_0R5REF,52,51969.18,100,3.0,519.6918000000001,89.99406956199809,50-100%
BNDL_0RJZJJ,57,98437.96,114,3.0,863.4908771929826,93.39888798995834,50-100%
BNDL_0RM6Z5,46,13114.14,88,1.0,149.0243181818182,69.13255463187063,50-100%
BNDL_0RMMXG,42,53061.72,72,3.0,736.9683333333334,94.30097629703673,50-100%
BNDL_0S7TNO,39,95259.48,169,3.0,563.6655621301775,93.08100359145357,50-100%
BNDL_0S84CH,51,74997.61,136,4.0,551.4530147058823,90.75170528767516,50-100%
BNDL_0SCQL3,16,79142.79,128,2.0,618.303046875,97.41227217286628,50-100%
BNDL_0SEO2Q,56,89292.69,154,1.0,579.8226623376623,90.34187457002359,50-100%
BNDL_0SGED1,33,11940.81,12,3.0,995.0675,96.68364206448307,50-100%
BNDL_0SJQY3,58,63982.11,57,2.0,1122.493157894737,94.8329306426437,50-100%
BNDL_0SLDT4,23,63929.37,12,2.0,5327.4475,99.5682735493874,50-100%
BNDL_0SNJ8K,13,22905.91,131,4.0,174.8542748091603,92.56523753040155,50-100%
BNDL_0SSBI1,54,22949.55,129,3.0,177.90348837209302,69.64646365615012,50-100%
BNDL_0SV54B,57,24982.85,44,3.0,567.7920454545455,89.96111332374008,50-100%
BNDL_0SVFQM,20,31790.17,176,2.0,180.6259659090909,88.92739485193064,50-100%
BNDL_0T1ZKF,32,84429.61,183,1.0,461.36398907103825,93.06404471132818,50-100%
BNDL_0T2VYM,39,69245.15,196,3.0,353.29158163265305,88.9609597206447,50-100%
BNDL_0T70W8,37,13445.75,33,2.0,407.4469696969697,90.91906364464609,50-100%
BNDL_0TBCJ2,33,96404.63,171,1.0,563.7697660818714,94.1465466959419,50-100%
BNDL_0TE8EP,50,4081.2,170,1.0,24.007058823529412,-108.27207684014506,< 0%
BNDL_0TG5IE,28,42917.61,91,2.0,471.6220879120879,94.06304311912989,50-100%
BNDL_0TMXF6,56,37739.04,100,4.0,377.3904,85.16125476429714,50-100%
BNDL_0TOCI4,49,19601.76,6,2.0,3266.9599999999996,98.50013468178368,50-100%
BNDL_0TZ2D0,47,36617.3,32,2.0,1144.290625,95.89265183396918,50-100%
BNDL_0U1I7F,42,88851.65,115,2.0,772.6230434782608,94.56397264428966,50-100%
BNDL_0U6OHF,18,33978.16,153,4.0,222.07947712418303,91.89479359682808,50-100%
BNDL_0U6V82,56,29110.45,136,4.0,214.04742647058825,73.83757379222925,50-100%
BNDL_0U9BDU,29,73281.56,157,4.0,466.76152866242035,93.7869772422967,50-100%
BNDL_0UBCGY,67,77904.02,198,4.0,393.4546464646465,82.97135372475002,50-100%
BNDL_0UJ3YG,31,11313.13,176,1.0,64.27914772727273,51.772851545063126,50-100%
BNDL_0UO1V8,62,86994.07,31,1.0,2806.2603225806456,97.79065400664666,50-100%
BNDL_0UPT6N,60,93660.83,13,2.0,7204.679230769231,99.16720789256298,50-100%
BNDL_0URSCB,51,29034.31,192,4.0,151.22036458333335,66.2743836516177,50-100%
BNDL_0UT3LV,61,47263.18,20,3.0,2363.159,97.41870944781962,50-100%
BNDL_0UY7M6,55,63120.89,23,3.0,2744.3865217391303,97.99590911978586,50-100%
BNDL_0V2GMJ,40,68028.9,57,2.0,1193.4894736842105,96.6484832181617,50-100%
BNDL_0V355I,37,83810.18,9,4.0,9312.242222222221,99.60267356543083,50-100%
BNDL_0V68SG,50,20711.62,111,3.0,186.59117117117117,73.20344811270195,50-100%
BNDL_0V6B5Y,39,33717.39,68,2.0,495.84397058823527,92.13462251971461,50-100%
BNDL_0VCD1Z,14,70755.79,41,4.0,1725.7509756097559,99.1887589694073,50-100%
BNDL_0VD4F9,19,77923.65,187,3.0,416.70401069518715,95.44040865642202,50-100%
BNDL_0VEW87,36,77332.23,27,3.0,2864.1566666666663,98.74308551557351,50-100%
BNDL_0VG01F,24,14328.51,87,2.0,164.69551724137932,85.42765437578646,50-100%
BNDL_0VMAKO,31,63967.72,122,1.0,524.3255737704918,94.08764295491538,50-100%
BNDL_0VQT6U,55,23543.83,153,2.0,153.88124183006536,64.25815171108525,50-100%
BNDL_0VSWRO,59,88197.3,65,4.0,1356.8815384615384,95.65179432930486,50-100%
BNDL_0VXXN8,15,87345.56,80,1.0,1091.8195,98.62614653795796,50-100%
BNDL_0W2691,65,30414.98,91,3.0,334.23054945054946,80.55234624517261,50-100%
BNDL_0W871K,15,96302.45,163,3.0,590.8125766871166,97.46112378241675,50-100%
BNDL_0W8LGC,19,79619.0,57,1.0,1396.8245614035088,98.63977191373918,50-100%
BNDL_0WAI0V,16,46699.27,172,3.0,271.5073837209302,94.10697426319513,50-100%
BNDL_0WCAMR,59,99226.29,61,3.0,1626.6604918032785,96.3729370512593,50-100%
BNDL_0WEFGK,57,88889.73,150,2.0,592.5982,90.38134101656064,50-100%
BNDL_0WL5R5,16,57898.14,91,3.0,636.2432967032967,97.48523873133057,50-100%
BNDL_0WTYO5,13,74244.12,39,2.0,1903.6953846153845,99.31711763840691,50-100%
BNDL_0WWX1S,41,76430.25,52,1.0,1469.8125,97.21052855381214,50-100%
BNDL_0WWYH3,60,43001.79,121,3.0,355.38669421487606,83.11698187447546,50-100%
BNDL_0X0S26,29,5092.06,142,2.0,35.859577464788735,19.1289969089131,0-50%
BNDL_0X1Q46,26,79886.91,198,2.0,403.46924242424245,93.5558904456312,50-100%
BNDL_0X38WV,55,5407.62,110,4.0,49.16018181818182,-11.879163106875115,< 0%
BNDL_0X4LDT,44,6664.3,111,4.0,60.03873873873874,26.71398346412977,0-50%
BNDL_0X5DK3,28,52865.33,42,1.0,1258.6983333333333,97.77547969529368,50-100%
BNDL_0X5RZG,52,7525.7,73,1.0,103.09178082191781,49.559509414406634,0-50%
BNDL_0X8GY0,23,50750.78,5,3.0,10150.155999999999,99.77340249745914,50-100%
BNDL_0X9YYO,46,98572.06,69,4.0,1428.580579710145,96.78002062653454,50-100%
BNDL_0XH83S,67,43361.62,87,3.0,498.4094252873563,86.55723656081115,50-100%
BNDL_0XLCGO,61,33018.06,173,3.0,190.855838150289,68.03870366702344,50-100%
BNDL_0XS0R8,15,61504.02,196,1.0,313.79602040816326,95.219824655364,50-100%
BNDL_0XUSJ6,44,40736.85,18,4.0,2263.1583333333333,98.05581433026855,50-100%
BNDL_0XWPSA,13,65818.26,44,1.0,1495.8695454545452,99.13094025882788,50-100%
BNDL_0XZBUS,36,6707.58,180,4.0,37.26433333333333,3.3928779082769034,0-50%
BNDL_0XZHCO,20,35858.68,132,4.0,271.6566666666667,92.63776580733033,50-100%
BNDL_0Y46WV,62,47688.57,74,1.0,644.4401351351352,90.37924601219956,50-100%
BNDL_0Y7WA1,33,75688.94,163,4.0,464.34932515337425,92.89328136977475,50-100%
BNDL_0YGXFY,67,69641.84,147,3.0,473.75401360544214,85.85763960285942,50-100%
BNDL_0YJAIV,15,51274.93,14,3.0,3662.495,99.59044312688482,50-100%
BNDL_0YP28F,63,60785.55,82,4.0,741.2871951219513,91.50126962740323,50-100%
BNDL_0YSIGZ,58,89494.32,184,3.0,486.3821739130435,88.0752208631788,50-100%
BNDL_0YX3J2,43,71101.06,58,4.0,1225.8803448275862,96.49231671089011,50-100%
BNDL_0YYFQ1,59,34276.28,35,4.0,979.3222857142857,93.9754255712697,50-100%
BNDL_0YYX4Y,38,86923.76,123,4.0,706.6972357723577,94.62287411405121,50-100%
BNDL_0YZF2G,45,34693.61,121,1.0,286.72404958677686,84.30546720275002,50-100%
BNDL_0Z0ZQP,15,73423.51,8,2.0,9177.93875,99.8365646098913,50-100%
BNDL_0Z4T6R,15,60307.21,44,1.0,1370.6184090909092,98.90560349251773,50-100%
BNDL_0Z8GDM,10,32388.4,187,1.0,173.20000000000002,94.22632794457274,50-100%
BNDL_0ZACSS,28,94525.46,24,4.0,3938.5608333333334,99.28908042341185,50-100%
BNDL_0ZHU8X,42,62267.29,194,3.0,320.96541237113405,86.91447789039799,50-100%
BNDL_0ZOBE4,68,53220.84,91,2.0,584.8443956043956,88.3729756989931,50-100%
BNDL_0ZV6IU,33,12765.15,42,3.0,303.9321428571428,89.14231325131314,50-100%
BNDL_106J7W,10,17285.74,16,1.0,1080.35875,99.07438154224234,50-100%
BNDL_107FML,34,78818.41,110,2.0,716.5310000000001,95.25491569799492,50-100%
BNDL_10G4O1,40,5528.63,158,3.0,34.99132911392405,-14.314034399118766,< 0%
BNDL_10QPE8,42,43040.96,102,2.0,421.97019607843134,90.04669040839238,50-100%
BNDL_112OJQ,43,2832.46,2,4.0,1416.23,96.96377000910869,50-100%
BNDL_114RV3,61,93139.03,184,1.0,506.1903804347826,87.94919809665186,50-100%
BNDL_116GOH,56,32354.56,180,3.0,179.74755555555555,68.84519523677652,50-100%
BNDL_11E82L,19,21514.82,90,3.0,239.05355555555556,92.05199020953928,50-100%
BNDL_11YRA4,56,26667.47,179,2.0,148.98027932960895,62.41113236463751,50-100%
BNDL_11ZK2B,68,2073.3,73,4.0,28.401369863013702,-139.42507114262287,< 0%
BNDL_12A66B,39,99753.09,116,4.0,859.9404310344827,95.46480214297121,50-100%
BNDL_12B34B,54,42530.6,150,1.0,283.5373333333333,80.95488895054385,50-100%
BNDL_12LKQL,18,3315.14,12,1.0,276.26166666666666,93.48443806294758,50-100%
BNDL_12MLFH,36,45081.65,134,2.0,336.430223880597,89.29941561588805,50-100%
BNDL_12NHYK,41,22801.58,4,1.0,5700.395,99.28075159703845,50-100%
BNDL_12QD3E,30,28275.69,41,2.0,689.6509756097561,95.64997352849744,50-100%
BNDL_12U7HZ,48,26450.22,143,4.0,184.96657342657343,74.04936518486424,50-100%
BNDL_12ZIXW,64,58089.39,55,1.0,1056.1707272727272,93.94037362072488,50-100%
BNDL_131QX9,37,84259.31,137,1.0,615.0314598540145,93.98404757883728,50-100%
BNDL_133KYA,52,21633.36,79,2.0,273.84000000000003,81.01080923166812,50-100%
